"종목
코드",종목명,시장,산업명(대),산업명(중),주요제품
384470,코어라인소프트,KOSDAQ,헬스케어,의료기기_SW,의료 영상 소프트웨어 
032960,동일기연,KOSDAQ,전자제품,전자부품,EMI(Electro Magnetic Interference) 필터
052460,아이크래프트,KOSDAQ,인터넷,네트워크통합,NI(네트워크 시스템 구축사업)
217480,에스디생명공학,KOSDAQ,화장품,화장품_브랜드,마스크팩
067170,오텍,KOSDAQ,전자제품,가정용_전자제품,가정용 전자제품(캐리어 에어컨 등)
024950,삼천리자전거,KOSDAQ,내수,여가,자전거
023350,한국종합기술,KOSPI,건설,건설서비스,설계/감리
043910,자연과환경,KOSDAQ,건설,건자재,다공성 블록
419080,엔젯,KOSDAQ,전자제품,산업용_전자제품,EHD 프린팅 및 코팅 솔루션
219420,링크제니시스,KOSDAQ,인터넷,소프트웨어,스마트팩토리(생산정보 자동화 등)
053160,프리엠스,KOSDAQ,기계,건설기계_부품,건설용중장비(와이어하네스)
363250,진시스템,KOSDAQ,헬스케어,의료용_진단기기,분자진단
106240,파인테크닉스,KOSDAQ,디스플레이,LED,LED 조명
215380,우정바이오,KOSDAQ,헬스케어,바이오_기자재,"시약, 기기, 소모품 등"
025530,SJM홀딩스,KOSPI,지주사,지주사,지주사
114450,그린생명과학,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
364950,에이아이코리아,KOSDAQ,배터리,배터리_장비,공정장비(중앙 전해액 공급 시스템)
001210,금호전기,KOSPI,디스플레이,LED,LED 조명
013720,THE CUBE&,KOSDAQ,Auto,자동차부품,엔진부품
007610,선도전기,KOSPI,에너지,전력_기자재,수배전반 등
311390,네오크레마,KOSDAQ,음식료,식품,식품 첨가물
080520,오디텍,KOSDAQ,반도체,비메모리_기타,"비메모리 반도체(광소자, 광센서 등)"
189690,포시에스,KOSDAQ,인터넷,소프트웨어,"B2B(기업용 소프트웨어, 전자문서)"
007120,미래아이앤지,KOSPI,전문서비스,금융서비스,금융 전문 IT
032860,더라미,KOSDAQ,화장품,화장품_브랜드,브랜드) 더라미
026940,부국철강,KOSPI,철강,철강_유통,POSCO 열연제품 지정판매점
126640,화신정공,KOSDAQ,Auto,자동차부품,Chassis 
023960,에쓰씨엔지니어링,KOSPI,에너지,플랜트,엔지니어링(산업설비)
090080,평화산업,KOSPI,Auto,자동차부품,자동차용 내외장 부품
016600,큐캐피탈,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
002410,범양건영,KOSPI,건설,건설_중소형,건설업
460470,아이빔테크놀로지,KOSDAQ,헬스케어,바이오_기자재,바이오 연구장비(생체현미경)
007530,와이엠,KOSDAQ,Auto,자동차부품,단조부품(볼트 등)
064480,브리지텍,KOSDAQ,통신,컨택센터,컨택센터(AICC(인공지능컨택센터))
097870,효성오앤비,KOSDAQ,전문서비스,농업,비료
361570,알비더블유,KOSDAQ,방송미디어,음반음원,음원음반 영상 저작권리 매출
056700,신화인터텍,KOSDAQ,디스플레이,디스플레이_부품,디스플레이용 필름(광학용/기능성)
352700,씨앤투스,KOSDAQ,전자제품,가정용_전자제품,공기청정기 필터 등
452160,제이엔비,KOSDAQ,반도체,반도체_장비,공정장비(Stacker system)
003080,SB성보,KOSPI,전문서비스,농업,농약(작물보호제)
190650,코리아에셋투자증권,KOSDAQ,금융,증권,증권업
476080,M83,KOSDAQ,방송미디어,영화,영화제작기술(VFX)
258610,케일럼,KOSDAQ,에너지,플랜트,"기자재) 열수기회기, 응축기 등"
465480,인스피언,KOSDAQ,인터넷,소프트웨어,B2B(SAP 컨설팅 등)
250000,보라티알,KOSDAQ,음식료,식자재_유통,식자재유통
314140,알피바이오,KOSDAQ,음식료,건강기능식품,OEM 및 ODM
260660,알리코제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
012160,영흥,KOSPI,철강,철강_선재가공,"와이어로프, 와이어 등"
026040,제이에스티나,KOSDAQ,패션,패션잡화,주얼리
088340,유라클,KOSDAQ,인터넷,소프트웨어,모바일 개발 플랫폼
189860,서전기전,KOSDAQ,에너지,전력_기자재,수배전반 등
058110,멕아이씨에스,KOSDAQ,헬스케어,의료기기,인공호흡기
160550,NEW,KOSDAQ,방송미디어,영화,영화 투자 및 배급
054780,키이스트,KOSDAQ,방송미디어,드라마_제작,드라마 제작
096610,알에프세미,KOSDAQ,반도체,비메모리_기타,비메모리 반도체(ECM)
049800,우진플라임,KOSPI,기계,일반기계,플라스틱 사출성형기
070300,엑스큐어,KOSDAQ,전문서비스,금융서비스,스마트카드(Smart Card)
043340,에쎈테크,KOSDAQ,기계,유체기계,각종밸브 및 정밀부품
046310,백금T&A,KOSDAQ,Auto,자동차부품,차량용 인포테인먼트
027740,마니커,KOSPI,음식료,육계,육계(닭)
186230,그린플러스,KOSDAQ,비철금속,알루미늄,알루미늄 압출
239890,피엔에이치테크,KOSDAQ,디스플레이,디스플레이_소재,OLED 소재(고굴절 CPL 등)
103840,우양,KOSDAQ,음식료,식품,식품제조업: 핫도그 및 치즈볼 등
241840,에이스토리,KOSDAQ,방송미디어,드라마_제작,드라마 제작
051490,나라엠앤디,KOSDAQ,기계,일반기계,금형산업
086040,바이오톡스텍,KOSDAQ,헬스케어,바이오_CRO,비임상 CRO
038880,아이에이,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, Automotive)"
065130,탑엔지니어링,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
065770,CS,KOSDAQ,통신,통신장비,통신장비) 이동통신 중계기 등
025880,케이씨피드,KOSDAQ,음식료,사료,사료
393970,대진첨단소재,KOSDAQ,배터리,배터리_소재,대전방지 트레이
200350,아티스트스튜디오,KOSDAQ,방송미디어,드라마_제작,드라마 제작
432430,와이랩,KOSDAQ,방송미디어,애니메이션,웹툰 제작 및 플랫폼 운영
057540,옴니시스템,KOSDAQ,에너지,전력_기자재,계량기(전력량계)
376180,피코그램,KOSDAQ,전자제품,가정용_전자제품,정수기 부품(필터 등)
011420,갤럭시아에스엠,KOSPI,내수,여가,헬스기구 유통 및 판매
008420,문배철강,KOSPI,철강,철강_유통,POSCO 열연제품 지정판매점
300120,라온피플,KOSDAQ,스마트폰,카메라_모듈,AI비전 및 카메라 모듈 검사 솔루션
273060,와이즈버즈,KOSDAQ,전문서비스,광고_비계열,광고대행업
335810,프리시젼바이오,KOSDAQ,헬스케어,의료용_진단기기,체외진단 의료기기
388610,지에프씨생명과학,KOSDAQ,화장품,화장품_원부자재,화장품 소재(스킨마이크로바이옴)
003060,에이프로젠바이오로직스,KOSPI,헬스케어,제약_완제의약품,완제의약품
081580,성우전자,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품
006050,국영지앤엠,KOSDAQ,건설,건자재,건축자재(유리)
178780,일월지엠엘,KOSDAQ,전자제품,가정용_전자제품,전기 및 온수매트
001380,SG글로벌,KOSPI,Auto,자동차부품,자동차용 시트
087600,픽셀플러스,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, Automotive)"
060850,영림원소프트랩,KOSDAQ,인터넷,소프트웨어,B2B(ERP 등)
011230,삼화전자,KOSPI,전자제품,전자부품,페라이트(Ferrite)
091590,남화토건,KOSDAQ,건설,건설_중소형,건설업
009320,아진전자부품,KOSPI,Auto,자동차부품,전기전자장치(전기차 Heater류)
199480,뱅크웨어글로벌,KOSDAQ,전문서비스,금융서비스,금융 전문 IT
051390,YW,KOSDAQ,전문서비스,전문서비스,렌탈사업
263770,유에스티,KOSDAQ,철강,철강_강관,강관(스테인리스 강관)
336060,웨이버스,KOSDAQ,인터넷,SI,비계열
066670,디티씨,KOSDAQ,디스플레이,디스플레이_부품,LCD 모듈
097780,에코볼트,KOSDAQ,Auto,자동차부품,자동차용 램프(Lamp)
119500,포메탈,KOSDAQ,Auto,자동차부품,단조부품(볼트 등)
002290,삼일기업공사,KOSDAQ,건설,건설_중소형,건설업
128540,에코캡,KOSDAQ,Auto,자동차부품,전기전자장치
481850,신한글로벌액티브리츠,KOSPI,금융,리츠,부동산
048770,TPC,KOSDAQ,기계,일반기계,공기압기기
221840,하이즈항공,KOSDAQ,운송,항공,항공기 부품 제조업
224110,에이텍모빌리티,KOSDAQ,운송,교통,교통카드단말기 등
044960,이글벳,KOSDAQ,헬스케어,제약_동물의약품,동물의약품
307280,원바이오젠,KOSDAQ,헬스케어,의료기기_피부미용,창상피복재
376290,씨유테크,KOSDAQ,PCB,PCB_부품소재,"FPCA(PCA, RFPCA)"
270520,앱튼,KOSDAQ,에너지,신재생_기타,지열 냉난방 시스템
082660,코스나인,KOSDAQ,화장품,화장품_OEMODM,"OEM, ODM"
418250,시큐레터,KOSDAQ,인터넷,정보보안,보안 솔루션
398120,에스지헬스케어,KOSDAQ,헬스케어,의료용_이미징솔루션,의료용 이미징 솔루션
001000,신라섬유,KOSDAQ,건설,건설서비스,부동산 임대 및 분양
129890,앱코,KOSDAQ,전자제품,가정용_전자제품,"게이밍 기어(키보드, 헤드셋 등)"
019770,서연탑메탈,KOSDAQ,기계,일반기계,금형산업
317240,TS트릴리온,KOSDAQ,화장품,화장품_브랜드,탈모) 탈모증상완화 샴푸 등
429270,시지트로닉스,KOSDAQ,전자제품,전자부품,ESD(Electro Static Discharge)소자
220180,핸디소프트,KOSDAQ,인터넷,소프트웨어,B2B(그룹웨어 등)
171010,램테크놀러지,KOSDAQ,반도체,반도체_소재,반도체 공정용 소재(식각액)
140520,대창스틸,KOSDAQ,철강,철강_가공센터,포스코 지정 가공센터
083550,케이엠,KOSDAQ,반도체,반도체_설비,Clean Room 소모품
232830,아이티센피엔에스,KOSDAQ,인터넷,정보보안,보안 솔루션(생체인식 등)
051630,진양화학,KOSPI,석유화학,석유화학_중소형,합성수지
073110,엘엠에스,KOSDAQ,디스플레이,디스플레이_부품,프리즘시트
383930,디티앤씨알오,KOSDAQ,헬스케어,바이오_CRO,임상시험수탁기관(CRO)
288980,모아데이타,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션
263700,케어랩스,KOSDAQ,헬스케어,의료기기_SW,"모바일 헬스케어 플랫폼(굿닥, 바비톡 등)"
023440,제이스코홀딩스,KOSDAQ,철강,철강_선재가공,연강선재 등
002360,SH에너지화학,KOSPI,석유화학,석유화학_중소형,합성수지
464280,티디에스팜,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
464500,아이언디바이스,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 전자기기)"
363260,모비데이즈,KOSDAQ,전문서비스,광고_비계열,광고대행업
002920,유성기업,KOSPI,Auto,자동차부품,엔진부품
049830,승일,KOSDAQ,내수,생활용품,제관업
020760,일진디스플,KOSPI,디스플레이,디스플레이_부품,Touch Screen Panel
022220,티케이지애강,KOSDAQ,건설,건자재,배관재산업(PB파이프)
069460,대호에이엘,KOSPI,비철금속,알루미늄,알루미늄 압연
057030,YBM넷,KOSDAQ,내수,교육,외국어학원
263810,상신전자,KOSDAQ,전자제품,전자부품,EMI(Electro Magnetic Interference) 필터
465770,STX그린로지스,KOSPI,운송,해운,해운) 벌크
008870,금비,KOSPI,음식료,식품_포장,유리병(맥주병)
208860,다산디엠씨,KOSDAQ,인터넷,소프트웨어,차량용 소프트웨어(커넥티드카)
184230,SGA솔루션즈,KOSDAQ,인터넷,정보보안,보안 운영체제(Secure OS)
263020,디케이앤디,KOSDAQ,패션,섬유,합성피혁(PU)
420570,제이투케이바이오,KOSDAQ,화장품,화장품_원부자재,화장품 소재(천연소재 등)
291230,엔피,KOSDAQ,전문서비스,광고_비계열,Brand Experience
032790,엠젠솔루션,KOSDAQ,인터넷,SI,비계열
005030,부산주공,KOSPI,Auto,자동차부품,자동차부품용 주물
290090,트윔,KOSDAQ,인터넷,소프트웨어,스마트팩토리(공정자동화 솔루션)
354200,엔젠바이오,KOSDAQ,헬스케어,의료용_진단기기,암 및 질병 조기진단
359090,씨엔알리서치,KOSDAQ,헬스케어,바이오_CRO,임상시험수탁기관(CRO)
050860,아세아텍,KOSDAQ,기계,농기계,농기계
074610,이엔플러스,KOSPI,전문서비스,전문서비스,소방차
462980,아이지넷,KOSDAQ,금융,손해보험,보험 서비스 플랫폼(보닥)
142760,모아라이프플러스,KOSDAQ,헬스케어,바이오_연구개발,신약개발
308170,씨티알모빌리티,KOSPI,Auto,자동차부품,구동 및 변속부품
444530,심플랫폼,KOSDAQ,인터넷,소프트웨어,산업용 AIoT 플랫폼
206400,베노티앤알,KOSDAQ,건설,건자재,차양시스템
008250,이건산업,KOSPI,건설,건자재,합판제조
013810,스페코,KOSDAQ,기계,건설기계,아스팔트믹싱플랜트
351870,차이커뮤니케이션,KOSDAQ,전문서비스,광고_비계열,광고대행업
014570,고려제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
140430,카티스,KOSDAQ,인터넷,정보보안,공간인지 보안플랫폼
450520,인스웨이브,KOSDAQ,인터넷,소프트웨어,B2B(기업용 소프트웨어)
068050,팬엔터테인먼트,KOSDAQ,방송미디어,드라마_제작,드라마 제작
288330,파라택시스코리아,KOSDAQ,전문서비스,금융서비스,비트코인 채굴 및 운영
057680,티사이언티픽,KOSDAQ,인터넷,결제시스템,모바일 쿠폰 판매 
037370,EG,KOSDAQ,비철금속,비철금속_기타,산화철
475460,미트박스,KOSDAQ,유통,온라인,축산물 직거래 플랫폼
052600,한네트,KOSDAQ,인터넷,결제시스템,"VAN, TRS 등"
046390,삼화네트웍스,KOSDAQ,방송미디어,드라마_제작,드라마 제작
080530,코디,KOSDAQ,화장품,화장품_OEMODM,"색조) OEM, ODM"
145270,케이탑리츠,KOSPI,금융,리츠,부동산
475660,에스켐,KOSDAQ,디스플레이,디스플레이_소재,OLED 소재
357430,마스턴프리미어리츠,KOSPI,금융,리츠,부동산
073540,에프알텍,KOSDAQ,통신,통신장비,통신장비) 이동통신 중계기 등
189330,씨이랩,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션
025750,한솔홈데코,KOSPI,건설,건자재,MDF 등
277410,인산가,KOSDAQ,음식료,건강기능식품,브랜드) 죽염 등
256150,한독크린텍,KOSDAQ,전자제품,가정용_전자제품,정수기 부품(필터 등)
024120,KB오토시스,KOSDAQ,Auto,자동차부품,브레이크 패드(마찰재)
038870,에코바이오,KOSDAQ,에너지,신재생_기타,바이오 가스
084870,TBH글로벌,KOSPI,패션,의류_브랜드,"브랜드) MIND BRIDGE, JUCY JUDY 등"
016670,디모아,KOSDAQ,인터넷,소프트웨어,"B2B(MicroSoft, Adobe 등)"
200230,텔콘RF제약,KOSDAQ,통신,통신장비,통신장비) RF 사업
195500,마니커에프앤지,KOSDAQ,음식료,식품,식품제조업: 육가공 제품
203450,유니온바이오메트릭스,KOSDAQ,전문서비스,물리보안,바이오인식(Biometrics) 
290120,DH오토리드,KOSDAQ,Auto,자동차부품,스티어링 휠
133750,메가엠디,KOSDAQ,내수,교육,성인대상(전문직 및 자격증)
039290,인포뱅크,KOSDAQ,인터넷,온라인서비스,모바일 메시징 서비스
065950,웰크론,KOSDAQ,내수,생활용품,"침구, 크리너, 방탄복 등"
271830,팸텍,KOSDAQ,스마트폰,카메라_모듈,장비) 카메라모듈 자동화장비
007720,소노스퀘어,KOSDAQ,유통,MRO,산업용(숙박용 제품)
000760,이화산업,KOSPI,패션,섬유,염료
270870,뉴트리,KOSDAQ,음식료,건강기능식품,브랜드) 에버콜라겐
462510,라메디텍,KOSDAQ,헬스케어,의료기기_피부미용,피부미용 의료기기
101240,씨큐브,KOSDAQ,비철금속,비철금속_기타,진주광택안료
340810,시선AI,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션(얼굴인식)
123570,이엠넷,KOSDAQ,전문서비스,광고_비계열,광고대행업
002880,대유에이텍,KOSPI,Auto,자동차부품,자동차용 시트
021880,메이슨캐피탈,KOSDAQ,전문서비스,금융서비스,캐피탈
434480,모니터랩,KOSDAQ,인터넷,정보보안,보안 솔루션
200780,비씨월드제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
159910,에코글로우,KOSDAQ,화장품,화장품_OEMODM,"OEM, ODM"
065650,하이퍼코퍼레이션,KOSDAQ,전자제품,IT유통,IT하드웨어 유통
086060,진바이오텍,KOSDAQ,음식료,사료,기능성 첨가제
221980,케이디켐,KOSDAQ,석유화학,석유화학_중소형,PVC 안정제
114630,폴라리스우노,KOSDAQ,석유화학,화학섬유,가발용 원사
019490,엑시큐어하이트론,KOSPI,전문서비스,물리보안,IP 카메라 및 영상저장장치 등
043200,파루,KOSDAQ,에너지,신재생_태양광,태양광 추적 장치
373170,엠아이큐브솔루션,KOSDAQ,인터넷,소프트웨어,스마트팩토리
239610,에이치엘사이언스,KOSDAQ,음식료,건강기능식품,브랜드) 닥터슈퍼칸
257370,피엔티엠에스,KOSDAQ,배터리,배터리_장비,분리막 제조 설비
012620,원일특강,KOSDAQ,철강,철강_봉형강,특수강
228340,동양파일,KOSDAQ,건설,건자재,콘크리트파일
318020,포인트모바일,KOSDAQ,전자제품,산업용_전자제품,산업용 모바일 컴퓨터(PDA)
469750,아이비젼웍스,KOSDAQ,배터리,배터리_장비,검사장비(검사시스템)
109820,진매트릭스,KOSDAQ,헬스케어,의료용_진단기기,분자진단
131100,티엔엔터테인먼트,KOSDAQ,방송미디어,드라마_제작,매니지먼트
417860,오브젠,KOSDAQ,인터넷,소프트웨어,"B2B(기업용 소프트웨어, CRM)"
223310,사토시홀딩스,KOSDAQ,음식료,건강기능식품,브랜드) 케어플러스 등
204020,그리티,KOSDAQ,패션,의류_브랜드,"내의(감탄브라, 원더브라 등)"
356890,싸이버원,KOSDAQ,인터넷,정보보안,보안 솔루션(보안관제)
020180,대신정보통신,KOSDAQ,인터넷,SI,비계열
017040,광명전기,KOSPI,에너지,전력_기자재,수배전반 등
075970,동국알앤에스,KOSDAQ,비철금속,비철금속_기타,내화물
254120,자비스,KOSDAQ,배터리,배터리_장비,검사장비(X-Ray 검사솔루션)
455180,케이지에이,KOSDAQ,배터리,배터리_장비,공정장비(전극 공정)
002870,신풍,KOSPI,내수,종이,백판지
150900,파수,KOSDAQ,인터넷,정보보안,데이터 보안
318410,비비씨,KOSDAQ,헬스케어,의료기기_치과,모노필라멘트(칫솔모 등)
064090,인크레더블버즈,KOSDAQ,패션,패션잡화,해외 패션의류
195990,에이비프로바이오,KOSDAQ,헬스케어,바이오_연구개발,신약개발
290560,파라택시스이더리움,KOSDAQ,인터넷,정보보안,데이터 보안
153490,우리이앤엘,KOSDAQ,디스플레이,LED,LED PKG MODULE
239340,이스트에이드,KOSDAQ,인터넷,플랫폼,ZUM
290520,신도기연,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
430690,한싹,KOSDAQ,인터넷,정보보안,망 연계 솔루션
045060,오공,KOSDAQ,건설,건자재,접착제
010640,진양폴리,KOSPI,석유화학,석유화학_중소형,폴리우레탄 폼
146060,율촌,KOSDAQ,Auto,자동차부품,Suspension(완충용 장치)
109960,앱토크롬,KOSDAQ,유통,MRO,의약품 및 의료기기 유통
263920,휴엠앤씨,KOSDAQ,헬스케어,바이오_기자재,"시약, 기기, 소모품 등"
025440,DH오토웨어,KOSDAQ,Auto,자동차부품,차량용 인포테인먼트
134790,시디즈,KOSPI,건설,가구,일반 가구(의자)
347770,핌스,KOSDAQ,디스플레이,디스플레이_소재,공정용 전자재료(OLED 메탈마스크 등)
065370,위세아이텍,KOSDAQ,인터넷,소프트웨어,데이터 솔루션
351320,넥사다이내믹스,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
066910,손오공,KOSDAQ,방송미디어,애니메이션,완구 및 굿즈 유통
118000,메타케어,KOSPI,유통,MRO,의약품 및 의료기기 유통
464580,닷밀,KOSDAQ,전문서비스,전문서비스,전시 사업(실감미디어)
014910,성문전자,KOSPI,전자제품,MLCC,콘덴서용 금속 증착필름
038620,위즈코프,KOSDAQ,내수,주유소,주유소
075130,플랜티넷,KOSDAQ,인터넷,소프트웨어,유해콘텐츠 차단
006200,한국전자홀딩스,KOSPI,지주사,지주사,지주사
286750,나노실리칸첨단소재,KOSDAQ,인터넷,정보보안,위조방지 보안소재 및 응용제품
064520,테크엘,KOSDAQ,반도체,반도체_패키징,반도체 패키지 개발(SIP)
262840,아이퀘스트,KOSDAQ,인터넷,소프트웨어,B2B(얼마에요 등)
177830,파버나인,KOSDAQ,비철금속,알루미늄,알루미늄 합금
027580,상보,KOSDAQ,석유화학,석유화학_중소형,필름) 차량/건축용 열차단 
092600,앤씨앤,KOSDAQ,Auto,자동차부품,블랙박스 등
148250,알엔투테크놀로지,KOSDAQ,통신,통신장비,통신장비) 무선통신 장비용 부품
130500,GH신소재,KOSDAQ,Auto,자동차부품,자동차용 내외장 부품
123010,알엔티엑스,KOSDAQ,반도체,비메모리_기타,이미지센서 패키징 사업
004870,티웨이홀딩스,KOSPI,건설,건자재,콘크리트파일
000040,KR모터스,KOSPI,내수,생활용품,오토바이
032580,피델릭스,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 메모리반도체)"
355390,크라우드웍스,KOSDAQ,인터넷,소프트웨어,데이터 솔루션
053290,NE능률,KOSDAQ,내수,교육,교육서비스
318000,KBG,KOSDAQ,석유화학,석유화학_중소형,실리콘 소재
101000,KS인더스트리,KOSDAQ,조선,조선기자재,선박 구성 부분품
035200,프럼파스트,KOSDAQ,건설,건자재,배관재산업(PB파이프)
438700,버넥트,KOSDAQ,인터넷,소프트웨어,"AR, XR(산업용 XR 솔루션)"
059100,아이컴포넌트,KOSDAQ,디스플레이,디스플레이_부품,디스플레이용 필름(배리어)
298060,에스씨엠생명과학,KOSDAQ,헬스케어,바이오의약품,줄기세포 치료제
038530,케이바이오,KOSDAQ,유통,MRO,연구용 실험기기 
377220,프롬바이오,KOSDAQ,음식료,건강기능식품,브랜드) 관절연골엔 보스웰리아 등
310870,디와이씨,KOSDAQ,Auto,자동차부품,구동 및 변속부품
021650,한국큐빅,KOSDAQ,Auto,자동차부품,자동차용 내외장 부품
296640,이노룰스,KOSDAQ,인터넷,소프트웨어,디지털 전환 자동화
071850,캐스텍코리아,KOSDAQ,Auto,자동차부품,배기부품
187270,신화콘텍,KOSDAQ,전자제품,전자부품,커넥터
387570,파인메딕스,KOSDAQ,헬스케어,의료기기,내시경 시술 기구
148780,비큐AI,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션
169330,엠브레인,KOSDAQ,전문서비스,전문서비스,설문조사
196490,디에이테크놀로지,KOSDAQ,배터리,배터리_장비,공정장비(자동화 설비 등)
038060,루멘스,KOSDAQ,디스플레이,LED,LED
017000,신원종합개발,KOSDAQ,건설,건설_중소형,건설업
049120,파인디앤씨,KOSDAQ,디스플레이,디스플레이_부품,Chassis류 등
001840,이화공영,KOSDAQ,건설,건설_중소형,건설업
285800,진영,KOSDAQ,석유화학,석유화학_중소형,고기능성 플라스틱 시트
284620,카이노스메드,KOSDAQ,헬스케어,바이오_연구개발,신약개발
210120,캔버스엔,KOSDAQ,방송미디어,드라마_제작,드라마 제작
238490,힘스,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
068940,셀피글로벌,KOSDAQ,전문서비스,금융서비스,신용카드 제조
001070,대한방직,KOSPI,패션,섬유,섬유 소재
009140,경인전자,KOSPI,전자제품,전자부품,가전제품 부품(리모콘 등)
001810,무림SP,KOSDAQ,내수,종이,인쇄용지
462310,뉴키즈온,KOSDAQ,패션,패션잡화,유아) 유아의류 및 유아용품
005820,원림,KOSPI,석유화학,석유화학_중소형,합성수지
353590,오토앤,KOSDAQ,유통,MRO,산업용(차량용 MRO)
073570,리튬포어스,KOSDAQ,내수,생활용품,스마트폰 Accessory
056730,CNT85,KOSDAQ,에너지,플랜트,"산업설비, 소각 및 발전설비"
005320,온타이드,KOSPI,패션,의류_OEMODM,"OEM(FANATICS, CARHARTT, H&M 등)"
123840,뉴온,KOSDAQ,음식료,건강기능식품,브랜드) 시서스 등
263050,유틸렉스,KOSDAQ,헬스케어,바이오의약품,세포치료제
019660,글로본,KOSDAQ,화장품,화장품_브랜드,브랜드) RUE  KWAVE 등
050120,ES큐브,KOSDAQ,내수,생활용품,텐트
187220,디티앤씨,KOSDAQ,전문서비스,전문서비스,시험인증사업
013000,세우글로벌,KOSPI,석유화학,석유화학_중소형,엔지니어링 플라스틱
099390,브레인즈컴퍼니,KOSDAQ,인터넷,소프트웨어,소프트웨어 개발
090370,메타랩스,KOSPI,패션,의류_브랜드,"브랜드) BNK, TANKUS, KAI-AAKMANN 등"
094860,네오리진,KOSDAQ,게임,게임_KOSDAQ,"여신전쟁, 열전소녀 등"
147760,피엠티,KOSDAQ,반도체,반도체_장비,검사장비(Probe Card)
274400,이노시뮬레이션,KOSDAQ,인터넷,소프트웨어,AR/XR(방위산업 특화 XR 가상훈련)
290270,휴네시온,KOSDAQ,인터넷,정보보안,망연계솔루션
002690,동일제강,KOSPI,철강,철강_선재가공,"와이어로프, 경강선 등"
405920,나라셀라,KOSDAQ,음식료,주류,와인
342870,오아,KOSDAQ,전자제품,가정용_전자제품,가정용(중소형 가전)
225220,제놀루션,KOSDAQ,헬스케어,의료용_진단기기,체외진단 의료기기
131220,대한과학,KOSDAQ,유통,MRO,연구용 실험기기 
303030,지니틱스,KOSDAQ,반도체,비메모리_기타,시스템 반도체 설계
038950,파인디지털,KOSDAQ,Auto,자동차부품,블랙박스 등
060540,에스에이티,KOSDAQ,운송,교통,지능형교통관리시스템(ITS)
023150,MH에탄올,KOSPI,음식료,주류,주정제조업
008470,부스타,KOSDAQ,에너지,플랜트,산업용 보일러
009730,이렘,KOSDAQ,철강,철강_강관,강관(스테인리스 강관)
376980,원티드랩,KOSDAQ,인터넷,온라인서비스,구인구직 정보
048470,대동스틸,KOSDAQ,철강,철강_유통,POSCO 열연제품 지정판매점
252500,세화피앤씨,KOSDAQ,화장품,화장품_브랜드,탈모) 헤어케어 및 염모제 
367000,플래티어,KOSDAQ,인터넷,소프트웨어,B2B(기업용 소프트웨어)
068100,케이웨더,KOSDAQ,전문서비스,전문서비스,국내 최대 민간기상사업자
024940,PN풍년,KOSDAQ,전자제품,가정용_전자제품,밥솥(압력)
090150,아이윈,KOSDAQ,Auto,자동차부품,자동차용 시트(시트히터)
258790,소프트캠프,KOSDAQ,인터넷,정보보안,보안 솔루션(문서)
333050,모코엠시스,KOSDAQ,인터넷,소프트웨어,소프트웨어 개발(연계솔루션)
079170,한창산업,KOSDAQ,비철금속,아연동,아연말(Zn)
045510,정원엔시스,KOSDAQ,전자제품,IT유통,IT인프라 판매사업
301300,바이브컴퍼니,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션
089140,넥스턴앤롤코리아,KOSDAQ,기계,공작기계,CNC 선반
440320,오픈놀,KOSDAQ,인터넷,온라인서비스,구인구직정보(미니인턴)
446070,유니드비티플러스,KOSPI,건설,건자재,MDF 등
088790,진도,KOSPI,패션,의류_브랜드,브랜드) 모피제품
054220,비츠로시스,KOSDAQ,에너지,전력_기자재,자동제어 시스템
014130,한익스프레스,KOSPI,운송,물류,종합물류
039740,한국정보공학,KOSDAQ,전자제품,IT유통,IT하드웨어 유통
115480,씨유메디칼,KOSDAQ,헬스케어,의료기기,심장제세동기
018680,서울제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
009460,한창제지,KOSPI,내수,종이,백판지
009810,플레이그램,KOSPI,유통,MRO,산업용(산업재 B2B)
051380,피씨디렉트,KOSDAQ,전자제품,IT유통,IT하드웨어 유통
335870,윙스풋,KOSDAQ,패션,패션잡화,"슈즈) BEARPAW, WINGS' FOOT 등"
397810,애드포러스,KOSDAQ,전문서비스,광고_비계열,광고대행업
024890,대원화성,KOSPI,패션,섬유,합성피혁(PU)
