"종목
코드",종목명,시장,산업명(대),산업명(중),주요제품
417310,코람코더원리츠,KOSPI,금융,리츠,부동산
026890,스틱인베스트먼트,KOSPI,금융,밴처캐피탈_VC,밴처캐피탈(VC)
091810,티웨이항공,KOSPI,운송,항공,정기항공운송업
018250,애경산업,KOSPI,화장품,화장품_브랜드,"브랜드) AGE20'S, 루나 등"
241770,메카로,KOSDAQ,반도체,반도체_소재,반도체 부품(히터블럭)
308430,셀비온,KOSDAQ,헬스케어,방사성의약품,방사성의약품
290550,디케이티,KOSDAQ,PCB,PCB_부품소재,FPCA
338840,와이바이오로직스,KOSDAQ,헬스케어,바이오_연구개발,항체치료제
010690,화신,KOSPI,Auto,자동차부품,Chassis 
034830,한국토지신탁,KOSPI,건설,건설서비스,부동산 신탁
036890,진성티이씨,KOSDAQ,기계,건설기계_부품,하부주행체(Under-carriage)
065660,안트로젠,KOSDAQ,헬스케어,바이오의약품,줄기세포 치료제
110990,디아이티,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 검사장비
060980,HL홀딩스,KOSPI,지주사,지주사,지주사
241520,DSC인베스트먼트,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
298830,슈어소프트테크,KOSDAQ,인터넷,소프트웨어,소프트웨어 개발(시험검증)
194370,제이에스코퍼레이션,KOSPI,패션,패션잡화,가방) 핸드백 등
478340,나라스페이스테크놀로지,KOSDAQ,통신,위성통신,위성시스템
089980,상아프론테크,KOSDAQ,석유화학,석유화학_중소형,엔지니어링 플라스틱
001390,KG케미칼,KOSPI,전문서비스,농업,비료
003800,에이스침대,KOSDAQ,건설,가구,일반 가구(침대)
002310,아세아제지,KOSPI,내수,종이,골판지원지
104700,한국철강,KOSPI,철강,철강_봉형강,철근
035810,이지홀딩스,KOSDAQ,지주사,지주사,지주사
200670,휴메딕스,KOSDAQ,헬스케어,의료기기_피부미용,"필러, 톡신 등"
035890,서희건설,KOSDAQ,건설,건설_중소형,건설업
234340,헥토파이낸셜,KOSDAQ,인터넷,결제시스템,PG(전자지불 결제 서비스)
126560,현대퓨처넷,KOSPI,전문서비스,전문서비스,디지털 사이니지
001940,KISCO홀딩스,KOSPI,지주사,지주사,지주사
079940,가비아,KOSDAQ,인터넷,온라인서비스,호스팅
041920,메디아나,KOSDAQ,헬스케어,의료기기,"환자감시장치, 심장충격기 등"
403550,쏘카,KOSPI,내수,여행,렌터카(카셰어링)
089890,코세스,KOSDAQ,반도체,반도체_장비,공정장비(Solderball Attach System 등)
015860,일진홀딩스,KOSPI,지주사,지주사,지주사
144510,지씨셀,KOSDAQ,헬스케어,바이오의약품,세포유전자 치료제
352480,씨앤씨인터내셔널,KOSDAQ,화장품,화장품_OEMODM,색조) ODM
053030,바이넥스,KOSDAQ,헬스케어,바이오_CDMO,위탁개발생산(CDMO)
018000,유니슨,KOSDAQ,에너지,신재생_풍력,풍력발전기 및 발전타워
053690,한미글로벌,KOSPI,건설,건설서비스,건설사업관리
078130,국일제지,KOSDAQ,내수,종이,포장용지
394800,쓰리빌리언,KOSDAQ,헬스케어,유전체분석,유전자 검사(희귀질환 진단)
200880,서연이화,KOSPI,Auto,자동차부품,자동차용 내외장 부품
317330,덕산테코피아,KOSDAQ,디스플레이,디스플레이_소재,OLED 소재(유기재료)
482630,삼양엔씨켐,KOSDAQ,반도체,반도체_소재,반도체 공정용 소재
005720,넥센,KOSPI,지주사,지주사,지주사
009160,SIMPAC,KOSPI,기계,일반기계,금형산업(PRESS)
092230,KPX홀딩스,KOSPI,지주사,지주사,지주사
114190,강원에너지,KOSDAQ,에너지,플랜트,산업용 보일러
011760,현대코퍼레이션,KOSPI,에너지,종합상사,종합상사
007690,국도화학,KOSPI,석유화학,석유화학_중소형,에폭시수지
314930,바이오다인,KOSDAQ,헬스케어,의료용_진단기기,암 및 질병 조기진단
108860,셀바스AI,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션(음성인식)
475400,씨메스,KOSDAQ,기계,로봇,로봇 솔루션 및 서비스
002810,삼영무역,KOSPI,석유화학,석유화학_중소형,화학제품 유통
348950,제이알글로벌리츠,KOSPI,금융,리츠,부동산
330860,네패스아크,KOSDAQ,반도체,반도체_테스트,반도체 테스트사업
092870,엑시콘,KOSDAQ,반도체,반도체_장비,검사장비(Memory Tester)
204620,글로벌텍스프리,KOSDAQ,내수,여행,면세점(택스리펀드)
304360,에스바이오메딕스,KOSDAQ,헬스케어,바이오의약품,줄기세포 치료제
474650,링크솔루션,KOSDAQ,전자제품,산업용_전자제품,3D 프린터
001230,동국홀딩스,KOSPI,지주사,지주사,지주사
094360,칩스앤미디어,KOSDAQ,반도체,비메모리_기타,시스템 반도체 설계 자산(IP)
0015G0,그린광학,KOSDAQ,방산,방산,광학 전문 기업
084690,대상홀딩스,KOSPI,지주사,지주사,지주사
049630,재영솔루텍,KOSDAQ,스마트폰,카메라_모듈,액츄에이터(AF 모듈) 등
419530,SAMG엔터,KOSDAQ,방송미디어,애니메이션,애니메이션 제작 및 기획
272450,진에어,KOSPI,운송,항공,정기항공운송업
086390,유니테스트,KOSDAQ,반도체,반도체_장비,검사장비(Memory Tester)
389500,에스비비테크,KOSDAQ,기계,로봇,하모닉
043150,바텍,KOSDAQ,헬스케어,의료용_이미징솔루션,의료용 이미징 솔루션(치과용)
217730,강스템바이오텍,KOSDAQ,헬스케어,바이오의약품,줄기세포 치료제
046120,오르비텍,KOSDAQ,에너지,원자력,방사선 관리 등 서비스 용역
136480,하림,KOSDAQ,음식료,육계,육계(닭)
200130,콜마비앤에이치,KOSDAQ GLOBAL,음식료,건강기능식품,OEM 및 ODM
046970,우리로,KOSDAQ,통신,통신장비,광통신) 광 분배기 및 광다이오드
064820,케이프,KOSDAQ,조선,선박엔진,선박엔진 부품(실린더 라이너)
012030,DB,KOSPI,인터넷,SI,계열) DB
017860,DS단석,KOSPI,에너지,신재생_기타,"바이오디젤, 바이오중유 등"
094480,갤럭시아머니트리,KOSDAQ,인터넷,결제시스템,PG(전자지불 결제 서비스)
378340,필에너지,KOSDAQ,배터리,배터리_장비,공정장비(Stacking 설비 등)
073490,이노와이어리스,KOSDAQ,통신,통신장비,네트워크) 무선망 최적화 제품
011500,한농화성,KOSPI,석유화학,석유화학_중소형,계면활성제
462350,이노스페이스,KOSDAQ,통신,위성통신,우주발사체 제작 및 발사서비스
448280,에코아이,KOSDAQ,에너지,신재생_기타,온실가스감축사업
093520,매커스,KOSDAQ,전자제품,IT유통,"반도체 유통) AMD, MACOM 등"
099430,바이오플러스,KOSDAQ,헬스케어,의료기기_피부미용,"필러, 톡신 등"
033270,유나이티드제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
123890,한국자산신탁,KOSPI,건설,건설서비스,부동산 신탁
067390,아스트,KOSDAQ,운송,항공,항공기 부품 제조업
236200,슈프리마,KOSDAQ,전문서비스,물리보안,바이오인식(Biometrics) 
051500,CJ프레시웨이,KOSDAQ,음식료,식자재_유통,식자재유통
037270,YG PLUS,KOSPI,인터넷,온라인서비스,음악 스트리밍 플랫폼
001750,한양증권,KOSPI,금융,증권,증권업
058970,엠로,KOSDAQ,인터넷,소프트웨어,B2B(기업용 공급망 관리)
060720,KH바텍,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품(폴더블 힌지)
003520,영진약품,KOSPI,헬스케어,제약_완제의약품,완제의약품
451760,컨텍,KOSDAQ,통신,위성통신,위성시스템
045390,대아티아이,KOSDAQ,운송,교통,철도 신호 제어 시스템
128820,대성산업,KOSPI,내수,주유소,주유소
023410,유진기업,KOSDAQ,건설,레미콘,레미콘
036170,에이치엠넥스,KOSDAQ,Auto,자동차부품,자동차용 램프(Lamp)
389020,자람테크놀로지,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 통신)"
000650,천일고속,KOSPI,운송,교통,버스운송
078520,에이블씨엔씨,KOSPI,화장품,화장품_브랜드,브랜드) 미샤 등
416180,신성에스티,KOSDAQ,배터리,배터리_부품,"배터리 부품(Busbar, Module Case 등)"
064290,인텍플러스,KOSDAQ,반도체,반도체_장비,검사장비(외관검사 등)
243840,신흥에스이씨,KOSDAQ,배터리,배터리_부품,배터리 부품(안전관련 부품)
101360,에코앤드림,KOSDAQ,배터리,배터리_소재,양극활물질 전구체
286940,롯데이노베이트,KOSPI,인터넷,SI,계열) 롯데
265520,AP시스템,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
215000,골프존,KOSDAQ GLOBAL,내수,여가,스크린 골프
003920,남양유업,KOSPI,음식료,음료,유제품
014940,오리엔탈정공,KOSDAQ,조선,조선기자재,선박용 기계제품
005010,휴스틸,KOSPI,철강,철강_강관,강관
475560,더본코리아,KOSPI,음식료,프랜차이즈,"프랜차이즈(백다방, 홍콩반점 등)"
042370,비츠로테크,KOSDAQ,에너지,전력_기자재,전력기자재
085910,네오티스,KOSDAQ,Auto,자동차부품,자동차용 모터류
243070,휴온스,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
088260,이리츠코크렙,KOSPI,금융,리츠,부동산
024720,콜마홀딩스,KOSPI,지주사,지주사,지주사
096760,JW홀딩스,KOSPI,지주사,지주사,지주사
092200,디아이씨,KOSPI,Auto,자동차부품,구동 및 변속부품
017390,서울가스,KOSPI,에너지,에너지_가스,도시가스
151860,KG에코솔루션,KOSDAQ,에너지,신재생_기타,바이오 중유
255220,SG,KOSDAQ,건설,건자재,아스콘(ASCON)
365270,큐라클,KOSDAQ,헬스케어,바이오_연구개발,신약개발(혈관내피 기능장애)
003120,일성아이에스,KOSPI,헬스케어,제약_완제의약품,완제의약품
0008Z0,에스엔시스,KOSDAQ,조선,조선기자재,파워/에코
025770,한국정보통신,KOSDAQ,인터넷,결제시스템,"VAN, TRS 등"
001340,PKC,KOSPI,석유화학,석유화학_중소형,"무기화학(가성소다, 액체염소 등)"
023760,한국캐피탈,KOSDAQ,전문서비스,금융서비스,캐피탈
012210,삼미금속,KOSDAQ,Auto,자동차부품,단조부품(볼트 등)
099440,스맥,KOSDAQ,기계,공작기계,CNC 선반
472850,폰드그룹,KOSDAQ,패션,의류_브랜드,브랜드) 수퍼드라이(SUPERDRY) 등
003070,코오롱글로벌,KOSPI,건설,건설_중소형,건설업
002320,한진,KOSPI,운송,물류,종합물류
003960,사조대림,KOSPI,음식료,수산,수산
322310,오로스테크놀로지,KOSDAQ,반도체,반도체_장비,공정장비(MI(Metrology) 등)
445090,에이직랜드,KOSDAQ,반도체,비메모리_디자인솔루션,TSMC 협력사
001460,BYC,KOSPI,패션,의류_브랜드,내의(BYC 등)
334890,이지스밸류플러스리츠,KOSPI,금융,리츠,부동산
078070,유비쿼스홀딩스,KOSDAQ,지주사,지주사,지주사
095500,미래나노텍,KOSDAQ,디스플레이,디스플레이_부품,디스플레이용 필름(광학용/기능성)
170920,엘티씨,KOSDAQ,디스플레이,디스플레이_소재,공정용 전자재료(PR 박리액(Stripper))
054950,제이브이엠,KOSDAQ,헬스케어,의료기기_SW,전자동 정제 분류 및 포장 시스템(ATDPS)
037710,광주신세계,KOSPI,유통,오프라인,백화점
160980,싸이맥스,KOSDAQ,반도체,반도체_장비,반도체 이송장비
049070,인탑스,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품(ASS'Y)
221800,유투바이오,KOSDAQ,헬스케어,의료용_진단기기,체외진단 의료기기
251370,와이엠티,KOSDAQ,PCB,PCB_부품소재,표면처리 화학소재
002900,TYM,KOSPI,기계,농기계,농기계
115450,HLB테라퓨틱스,KOSDAQ,헬스케어,바이오의약품,백신(프리베나 등)
001250,GS글로벌,KOSPI,에너지,종합상사,종합상사
035600,KG이니시스,KOSDAQ,인터넷,결제시스템,PG(전자지불 결제 서비스)
138610,나이벡,KOSDAQ,헬스케어,의료기기_치과,치과용 골이식재
086820,바이오솔루션,KOSDAQ,헬스케어,바이오의약품,세포치료제
044450,KSS해운,KOSPI,운송,해운,해운) GAS 및 PRODUCT
361390,제노코,KOSDAQ,통신,위성통신,항공우주분야 통신장비
321550,티움바이오,KOSDAQ,헬스케어,바이오_연구개발,"신약개발(희귀, 난치성 질환)"
000490,대동,KOSPI,기계,농기계,농기계
004360,세방,KOSPI,운송,물류,종합물류
024060,흥구석유,KOSDAQ,내수,주유소,주유소
005680,삼영전자,KOSPI,전자제품,MLCC,전해콘덴서
0088M0,메쥬,KOSDAQ,헬스케어,의료기기,이동형 원격 환자 모니터링
092220,KEC,KOSPI,반도체,비메모리_기타,비메모리 반도체(전력 반도체)
0007C0,아크릴,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션
425040,티이엠씨,KOSDAQ,반도체,반도체_소재,반도체 공정용 특수가스
000320,노루홀딩스,KOSPI,지주사,지주사,지주사
058430,포스코스틸리온,KOSPI,철강,철강_냉연,표면처리강판
052710,아모텍,KOSDAQ,스마트폰,스마트폰_부품,부분품) 세라믹 칩 부품
036200,유니셈,KOSDAQ,반도체,반도체_장비,"공정장비(SCRUBBER, Chiller 등)"
091580,상신이디피,KOSDAQ,배터리,배터리_부품,배터리 부품(원형 CAN 등)
051370,인터플렉스,KOSDAQ,PCB,PCB,연성인쇄회로기판(FPCB)
064850,에프앤가이드,KOSDAQ,전문서비스,금융서비스,금융정보 제공
008350,남선알미늄,KOSPI,비철금속,알루미늄,알루미늄 압출
034120,SBS,KOSPI,방송미디어,방송,지상파(서울)
200470,에이팩트,KOSDAQ,반도체,반도체_패키징,반도체 패키징(조립)
357550,석경에이티,KOSDAQ,헬스케어,의료기기_치과,치과용재료 및 소재
294570,쿠콘,KOSDAQ,인터넷,온라인서비스,데이터 서비스
241590,화승엔터프라이즈,KOSPI,패션,패션잡화,슈즈) 신발 ODM
018310,삼목에스폼,KOSDAQ,건설,건자재,거푸집(판넬)
194480,데브시스터즈,KOSDAQ,게임,게임_KOSDAQ,쿠키런
108670,LX하우시스,KOSPI,건설,건자재,"건축자재(창호, 바닥재 등)"
000540,흥국화재,KOSPI,금융,손해보험,손해보험
272110,케이엔제이,KOSDAQ,반도체,반도체_소재,반도체 부품(SiC 제품 등)
004310,현대약품,KOSPI,헬스케어,제약_완제의약품,완제의약품
003200,일신방직,KOSPI,패션,섬유,섬유 소재
092730,네오팜,KOSDAQ,화장품,화장품_브랜드,"브랜드) 아토팜, 리얼베리어 등"
377190,디앤디플랫폼리츠,KOSPI,금융,리츠,부동산
216080,제테마,KOSDAQ,헬스케어,의료기기_피부미용,"필러, 톡신 등"
226590,엠디바이스,KOSDAQ,전자제품,전자부품,SSD 전문기업
035510,신세계 I&C,KOSPI,인터넷,SI,계열) 신세계
267980,매일유업,KOSDAQ,음식료,음료,유제품
274090,켄코아에어로스페이스,KOSDAQ,운송,항공,항공기 부품 제조업
459510,나우로보틱스,KOSDAQ,기계,로봇,산업용 로봇
304100,솔트룩스,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션(언어)
064550,바이오니아,KOSDAQ,헬스케어,의료용_진단기기,분자진단
001790,대한제당,KOSPI,음식료,제당제분,제당
309710,아이티켐,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
013120,동원개발,KOSDAQ,건설,건설_중소형,건설업
000430,대원강업,KOSPI,Auto,자동차부품,Suspension
418550,제이오,KOSDAQ,배터리,배터리_소재,이차전지 도전재용 탄소나노튜브
007160,사조산업,KOSPI,음식료,수산,수산
043370,피에이치에이,KOSDAQ,Auto,자동차부품,자동차용 내외장 부품
012860,모베이스전자,KOSDAQ,Auto,자동차부품,전기전자장치
092460,한라IMS,KOSDAQ,조선,조선기자재,선박용 계측기 
182400,엔케이젠바이오텍코리아,KOSDAQ,헬스케어,바이오의약품,세포치료제(면역세포)
464080,에스오에스랩,KOSDAQ,전자제품,전자부품,센서) 라이다(LiDAR) 센서 및 솔루션
042600,새로닉스,KOSDAQ,디스플레이,디스플레이_부품,LCD 부품
054210,이랜텍,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품(배터리팩 등)
452430,사피엔반도체,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 디스플레이)"
058820,CMG제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
194700,노바렉스,KOSDAQ,음식료,건강기능식품,OEM 및 ODM
009470,삼화전기,KOSPI,전자제품,MLCC,전해콘덴서
134380,미원화학,KOSPI,석유화학,석유화학_중소형,계면활성제
067080,대화제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
126600,BGF에코머티리얼즈,KOSDAQ,석유화학,석유화학_중소형,엔지니어링 플라스틱
000050,경방,KOSPI,패션,섬유,섬유 소재
0030R0,대신밸류리츠,KOSPI,금융,리츠,부동산
035150,백산,KOSPI,패션,섬유,합성피혁(PU)
084680,이월드,KOSPI,내수,여행,유원지
053300,한국정보인증,KOSDAQ,인터넷,결제시스템,공동인증 서비스
452280,한선엔지니어링,KOSDAQ,기계,유체기계,"계측장비용(계장용) 피팅, 밸브"
033920,무학,KOSPI,음식료,주류,소주(좋은데이)
030210,다올투자증권,KOSPI,금융,증권,증권업
013890,지누스,KOSPI,건설,가구,일반 가구(매트리스)
121800,비덴트,KOSDAQ,방송미디어,방송장비,방송용 모니터 및 관련기기
117580,대성에너지,KOSPI,에너지,에너지_가스,도시가스
298690,에어부산,KOSPI,운송,항공,정기항공운송업
094820,일진파워,KOSDAQ,에너지,전력_발전정비,발전설비 정비
256840,한국비엔씨,KOSDAQ,헬스케어,의료기기_피부미용,"필러, 톡신 등"
176750,듀켐바이오,KOSDAQ,헬스케어,방사성의약품,방사성의약품
199430,케이엔알시스템,KOSDAQ,기계,로봇,액추에이터(Actuator)
017890,한국알콜,KOSDAQ,석유화학,석유화학_중소형,"초산에틸, 정제주정 등"
484810,티엑스알로보틱스,KOSDAQ,기계,로봇,물류자동화 솔루션
371950,풍원정밀,KOSDAQ,디스플레이,디스플레이_부품,OLED 금속마스크
402490,그린리소스,KOSDAQ,반도체,반도체_소재,반도체 공정용 소재(코팅소재)
377460,위니아에이드,KOSDAQ,유통,오프라인,할인점(가전 전문)
000680,LS네트웍스,KOSPI,패션,의류_브랜드,브랜드) PRO-SPECS 등
404990,신한서부티엔디리츠,KOSPI,금융,리츠,부동산
003720,삼영,KOSPI,에너지,신재생_기타,커패시터 필름
001780,알루코,KOSPI,비철금속,알루미늄,알루미늄 압출
005710,대원산업,KOSDAQ,Auto,자동차부품,자동차용 시트
206640,바디텍메드,KOSDAQ,헬스케어,의료용_진단기기,면역진단 카트리지
000390,삼화페인트,KOSPI,석유화학,석유화학_중소형,페인트
019010,베뉴지,KOSDAQ,내수,여가,웨딩 및 웨딩컨설팅업
254490,미래반도체,KOSDAQ,전자제품,IT유통,반도체 유통) 삼성전자 대리점
462860,더즌,KOSDAQ,전문서비스,금융서비스,디지털 뱅킹 솔루션
332570,PS일렉트로닉스,KOSDAQ,스마트폰,스마트폰_부품,통신부품) 전력증폭기 모듈(PAM)
098120,마이크로컨텍솔,KOSDAQ,반도체,반도체_테스트,Socket) IC Socket
001130,대한제분,KOSPI,음식료,제당제분,제분
122900,아이마켓코리아,KOSPI,유통,MRO,산업용(산업재 B2B)
036800,나이스정보통신,KOSDAQ,인터넷,결제시스템,"VAN, TRS 등"
382900,범한퓨얼셀,KOSDAQ,에너지,신재생_기타,연료전지(수소 등)
034810,해성산업,KOSDAQ,건설,건설서비스,부동산 임대 및 관리
065680,우주일렉트로,KOSDAQ,전자제품,전자부품,커넥터
108380,대양전기공업,KOSDAQ,조선,조선기자재,선박용 조명
244920,에이플러스에셋,KOSPI,금융,손해보험,독립법인보험대리점(GA)
005500,삼진제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
136490,선진,KOSPI,음식료,사료,사료
126700,하이비젼시스템,KOSDAQ,스마트폰,카메라_모듈,장비) 카메라모듈 자동화장비
474170,루미르,KOSDAQ,통신,위성통신,위성시스템
013580,계룡건설,KOSPI,건설,건설_중소형,건설업
403850,더핑크퐁컴퍼니,KOSDAQ,방송미디어,애니메이션,애니메이션 제작 및 기획
028100,동아지질,KOSPI,건설,건설_중소형,건설업
036030,케이티알파,KOSDAQ,유통,온라인,홈쇼핑(T-커머스)
190510,나무가,KOSDAQ,스마트폰,카메라_모듈,카메라 모듈
380550,뉴로핏,KOSDAQ,헬스케어,의료기기_SW,의료기기 솔루션 개발
353810,이지바이오,KOSDAQ,음식료,사료,사료
123330,제닉,KOSDAQ,화장품,화장품_OEMODM,"OEM, ODM(마스크팩 등)"
061970,LB세미콘,KOSDAQ,반도체,반도체_패키징,패키징 및 TEST
481070,에이유브랜즈,KOSDAQ,패션,패션잡화,슈즈) 락피쉬웨더웨어
405100,큐알티,KOSDAQ,반도체,반도체_장비,신뢰성 평가 서비스
004380,삼익THK,KOSPI,기계,일반기계,"LM시스템, 메카트로시스템"
394420,리센스메디컬,KOSDAQ,헬스케어,의료기기_피부미용,냉각의료시술
211270,AP위성,KOSDAQ,통신,위성통신,위성통신 단말기
002150,도화엔지니어링,KOSPI,건설,건설서비스,설계/감리
004980,성신양회,KOSPI,건설,시멘트,시멘트
210980,SK디앤디,KOSPI,건설,건설서비스,디밸로퍼
144960,뉴파워프라즈마,KOSDAQ,반도체,반도체_장비,반도체 장비 부품(RPG 등)
001630,종근당홀딩스,KOSPI,지주사,지주사,지주사
092070,디엔에프,KOSDAQ,반도체,반도체_소재,반도체 공정용 소재
264450,유비쿼스,KOSDAQ,통신,통신장비,네트워크) 장비 및 솔루션 
214180,헥토이노베이션,KOSDAQ,인터넷,정보보안,인증) 본인인증 및 개인정보 보호
112290,와이씨켐,KOSDAQ,반도체,반도체_소재,반도체 공정용 소재
372170,윤성에프앤씨,KOSDAQ,배터리,배터리_장비,공정장비(믹싱 장비)
289930,웨이비스,KOSDAQ,통신,통신장비,통신장비) GaN RF반도체 전문
000480,CR홀딩스,KOSPI,지주사,지주사,지주사
036560,KZ정밀,KOSDAQ,기계,유체기계,"펌프, 밸브, 주물 등"
039560,다산네트웍스,KOSDAQ,통신,통신장비,네트워크) 장비 및 솔루션 
234690,녹십자웰빙,KOSDAQ,헬스케어,제약_완제의약품,수액(영양주사제)
051360,토비스,KOSDAQ,내수,카지노,게이밍기기 모니터
009680,모토닉,KOSPI,Auto,자동차부품,배기부품
100120,뷰웍스,KOSDAQ,헬스케어,의료용_이미징솔루션,의료용 이미징 솔루션
338220,뷰노,KOSDAQ,헬스케어,의료기기_SW,의료진단 및 판독 보조 솔루션
083310,엘오티베큠,KOSDAQ,반도체,반도체_장비,공정장비(건식진공펌프)
095570,AJ네트웍스,KOSPI,전문서비스,전문서비스,렌탈사업
457550,우진엔텍,KOSDAQ,에너지,원자력,계측제어설비 정비 전문
432320,KB스타리츠,KOSPI,금융,리츠,부동산
053210,스카이라이프,KOSPI,방송미디어,방송,방송산업(위성방송)
004560,현대비앤지스틸,KOSPI,철강,철강_스테인리스,스테인리스
003220,대원제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
314130,지놈앤컴퍼니,KOSDAQ,헬스케어,바이오_연구개발,마이크로바이옴(Microbiome)
004430,송원산업,KOSPI,석유화학,석유화학_중소형,폴리머안정제 등
010580,에스엠벡셀,KOSPI,Auto,자동차부품,엔진부품
402030,코난테크놀로지,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션
475230,엔알비,KOSDAQ,건설,건자재,건축자재(모듈러)
388050,지투파워,KOSDAQ,에너지,전력_기자재,수배전반 등
199820,제일일렉트릭,KOSDAQ,에너지,전력_송배전,배선기구 및 분전반
119610,인터로조,KOSDAQ,내수,생활용품,콘택트렌즈
065710,서호전기,KOSDAQ,운송,해운,항만 하역용 크레인 제어
007570,일양약품,KOSPI,헬스케어,제약_완제의약품,완제의약품
382800,지앤비에스 에코,KOSDAQ,반도체,반도체_장비,"공정장비(SCRUBBER, Chiller 등)"
226320,잇츠한불,KOSPI,화장품,화장품_브랜드,브랜드) 잇츠스킨 등
056090,시지메드텍,KOSDAQ,헬스케어,의료기기_정형외과,척추고정장치 등
104480,티케이케미칼,KOSDAQ,석유화학,석유화학_중소형,합성수지
025000,KPX케미칼,KOSPI,석유화학,석유화학_중소형,폴리프로필렌글리콜(PPG)
219130,타이거일렉,KOSDAQ,PCB,PCB,인쇄회로기판(PCB)
095700,제넥신,KOSDAQ,헬스케어,바이오의약품,바이오의약품
285490,노바텍,KOSDAQ,스마트폰,스마트폰_부품,부분품) 차폐(일반)자석
115310,인포바인,KOSDAQ,인터넷,정보보안,휴대폰인증서 보관서비스
078150,HB테크놀러지,KOSDAQ,디스플레이,디스플레이_부품,BLU부품소재(도광판 등)
079960,동양이엔피,KOSDAQ,전자제품,전자부품,전원공급장치(SMPS)
039840,디오,KOSDAQ,헬스케어,의료기기_치과,치과용 임플란트
061090,세나테크놀로지,KOSDAQ,전문서비스,전문서비스,모터사이클 팀 커뮤니케이션
003350,한국화장품제조,KOSPI,화장품,화장품_OEMODM,"OEM, ODM"
007860,서연,KOSPI,지주사,지주사,지주사
036190,금화피에스시,KOSDAQ,에너지,전력_발전정비,발전설비 정비
432720,퀄리타스반도체,KOSDAQ,반도체,비메모리_기타,시스템 반도체 설계 자산(IP)
237880,클리오,KOSDAQ,화장품,화장품_브랜드,브랜드) 클리오(CLIO) 등
179290,엠아이텍,KOSDAQ,헬스케어,의료기기,비혈관용 스텐트(소화기내과용)
102260,동성케미컬,KOSPI,석유화학,석유화학_중소형,Polyester Polyol 및 TPU 등
001080,만호제강,KOSPI,철강,철강_선재가공,"와이어로프, 경강선 등"
123860,아나패스,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 디스플레이)"
484120,도우인시스,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품(강화유리)
297090,씨에스베어링,KOSDAQ,에너지,신재생_풍력,풍력용 베어링 제조
473980,노머스,KOSDAQ,방송미디어,음반음원,엔터테인먼트(아티스트 IP 활용)
270660,에브리봇,KOSDAQ,전자제품,가정용_전자제품,로봇청소기
299030,하나기술,KOSDAQ,배터리,배터리_장비,공정장비(자동화 설비 등)
068930,디지털대성,KOSDAQ,내수,교육,교육서비스
016880,웅진,KOSPI,지주사,지주사,지주사
121440,골프존홀딩스,KOSDAQ,내수,여가,골프용품 유통 및 판매
005960,동부건설,KOSPI,건설,건설_중소형,건설업
000140,하이트진로홀딩스,KOSPI,지주사,지주사,지주사
005950,이수화학,KOSPI,석유화학,석유화학_중소형,"LAB, NP, Kerosene 등"
011560,세보엠이씨,KOSDAQ,건설,건설_중소형,건설업
080160,모두투어,KOSDAQ,내수,여행,여행
356680,엑스게이트,KOSDAQ,인터넷,정보보안,네트워크 보안
039570,HDC랩스,KOSPI,건설,건설서비스,건물관리
339770,교촌에프앤비,KOSPI,음식료,프랜차이즈,프랜차이즈(교촌치킨)
003610,방림,KOSPI,패션,섬유,섬유 소재
041020,폴라리스오피스,KOSDAQ,인터넷,소프트웨어,소프트웨어 개발(Polaris Office)
439090,마녀공장,KOSDAQ,화장품,화장품_브랜드,브랜드) 마녀공장 등
118990,모트렉스,KOSDAQ,Auto,자동차부품,차량용 인포테인먼트
033530,SJG세종,KOSPI,Auto,자동차부품,배기부품
049080,기가레인,KOSDAQ,통신,통신장비,통신장비) RF 사업
213500,한솔제지,KOSPI,내수,종이,인쇄용지
456010,아이씨티케이,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 보안)"
000520,삼일제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
203400,에이비온,KOSDAQ,헬스케어,바이오_연구개발,항암신약
106190,하이텍팜,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
032620,유비케어,KOSDAQ,헬스케어,의료기기_SW,의료정보 시스템 개발 및 공급
461300,아이스크림미디어,KOSDAQ,내수,교육,교육서비스
